City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Pinkafeld,79,AT,1623954996,75,47.3667,16.1167,80.53,1.32
Ahtopol,1,BG,1623954996,83,42.1,27.95,66.67,5.35
Palmer,40,US,1623954864,33,42.1584,-72.3287,78.26,4.0
Blagoyevo,46,RU,1623954997,65,63.3667,47.9167,48.2,5.1
Khovd,98,MN,1623954799,46,48.0056,91.6419,61.41,2.86
Pangody,100,RU,1623954997,90,65.85,74.4859,39.27,24.16
Reshetylivka,20,UA,1623954997,90,49.565,34.0782,67.19,16.11
Hofn,100,IS,1623954749,94,64.2539,-15.2082,40.26,8.59
Saint-Louis,79,SN,1623954998,24,16.3333,-15.0,105.44,20.13
Caravelas,9,BR,1623954772,64,-17.7125,-39.2481,75.2,5.17
Brae,0,GB,1623954892,87,60.3964,-1.353,53.6,8.05
São Filipe,1,CV,1623954745,74,14.8961,-24.4956,74.73,10.83
Sinnamary,94,GF,1623954999,81,5.3833,-52.95,79.45,7.85
Pingzhuang,0,CN,1623954999,33,42.0372,119.2889,61.56,6.82
Kupang,96,ID,1623954999,81,-10.1667,123.5833,75.58,8.72
Porto Santo,20,PT,1623954765,60,33.072,-16.3415,69.71,20.71
Fort Nelson,90,CA,1623955000,67,58.8053,-122.7002,58.59,6.91
Faanui,100,PF,1623954707,72,-16.4833,-151.75,80.62,23.35
Paamiut,12,GL,1623954772,81,61.994,-49.6678,41.61,6.69
Aitape,86,PG,1623955000,89,-3.1374,142.3475,75.76,3.71
Qasigiannguit,100,GL,1623954842,81,68.8193,-51.1922,39.45,5.26
Mahibadhoo,68,MV,1623955001,76,3.7833,72.9667,83.44,11.1
Storforshei,75,NO,1623955001,93,66.4043,14.5233,51.58,5.75
Porto Velho,75,BR,1623955001,94,-8.7619,-63.9039,77.05,17.27
Lüderitz,0,NA,1623954747,59,-26.6481,15.1594,62.1,12.21
Honningsvåg,20,NO,1623955002,70,70.9821,25.9704,44.35,11.5
Goya,86,AR,1623955002,40,-29.14,-59.2626,57.76,5.28
Gornyatskiy,100,RU,1623955003,98,48.2915,40.9575,65.19,10.56
Frontera,75,MX,1623955003,54,26.9333,-101.45,82.15,6.91
Viedma,94,AR,1623954796,43,-40.8135,-62.9967,49.24,1.57
Iranshahr,0,IR,1623955003,5,27.2025,60.6848,98.94,13.8
Tigil',100,RU,1623954856,96,57.8,158.6667,40.82,12.01
Saint-Pierre,0,RE,1623954816,82,-21.3393,55.4781,71.24,4.61
Dvinskoy Bereznik,5,RU,1623955005,60,62.8551,42.7072,50.11,2.91
Pochutla,100,MX,1623955005,71,15.7432,-96.4661,85.05,10.83
Gamba,100,GA,1623955005,89,-2.65,10.0,75.09,4.83
Plyussa,100,RU,1623955005,66,58.4308,29.3654,63.16,2.62
At-Bashi,100,KG,1623955006,53,41.1702,75.8106,50.86,0.83
Turkmenabat,0,TM,1623955006,21,39.0733,63.5786,78.8,6.91
Gushikawa,75,JP,1623955006,97,26.3544,127.8686,81.63,8.05
Seoul,90,KR,1623954926,88,37.5683,126.9778,69.19,4.61
Carlyle,90,US,1623955007,47,38.6103,-89.3726,89.01,5.99
Ballina,4,AU,1623954844,54,-28.8667,153.5667,55.36,5.75
Kichera,100,RU,1623954917,80,55.9375,110.0997,51.87,5.82
Bowen,59,AU,1623954717,67,-20.0167,148.2333,61.02,9.48
Ranong,100,TH,1623955008,86,9.9658,98.6348,79.95,6.49
Raton,1,US,1623955008,23,36.9034,-104.4391,89.58,1.01
Santiago,0,CL,1623954930,48,-33.4569,-70.6483,65.17,0.0
Clyde River,75,CA,1623954731,93,70.4692,-68.5914,39.43,8.05
Pajapan,100,MX,1623955009,85,18.25,-94.7,84.36,4.68
Vancouver,40,CA,1623955009,62,49.2497,-123.1193,74.1,1.99
Thinadhoo,100,MV,1623954841,74,0.5333,72.9333,84.2,8.21
Daru,100,PG,1623955010,88,-9.0763,143.2092,77.49,13.73
Sangar,100,RU,1623955010,52,63.9242,127.4739,59.54,3.44
Necochea,100,AR,1623954845,54,-38.5473,-58.7368,49.03,7.54
Dhārchula,100,IN,1623955011,92,29.85,80.5333,69.94,1.72
Las Cruces,1,US,1623954857,14,32.3123,-106.7783,95.0,11.5
Kholm,32,RU,1623955011,65,59.2667,32.85,61.39,3.67
Hualmay,100,PE,1623955012,72,-11.0964,-77.6139,71.17,9.33
Oga,49,IT,1623955012,47,46.4631,10.347,69.8,5.75
Outjo,0,NA,1623955012,28,-20.1167,16.15,60.55,7.27
Hamilton,20,US,1623954831,41,39.1834,-84.5333,85.98,1.01
Jiménez,0,MX,1623955013,14,28.3333,-105.4,84.94,14.29
Portland,1,US,1623954816,52,45.5234,-122.6762,75.99,10.36
Kaeo,92,NZ,1623955015,89,-35.1,173.7833,51.64,1.66
Bell Ville,65,AR,1623955015,47,-32.6259,-62.6887,50.81,3.42
Shelburne,1,CA,1623955016,24,44.0787,-80.2041,78.8,12.66
Paraná,100,AR,1623954879,55,-31.732,-60.5238,55.29,4.34
Luanda,32,AO,1623954994,83,-8.8368,13.2343,75.2,6.91
Simbahan,98,PH,1623955016,72,6.3032,120.5836,82.69,4.61
Kruisfontein,3,ZA,1623954737,80,-34.0033,24.7314,60.89,15.5
Gandorhun,100,SL,1623955018,90,7.5,-11.8333,77.07,4.34
Poceirão,40,PT,1623955018,77,38.831,-8.7937,66.2,13.8
Pangkalanbuun,73,ID,1623955019,99,-2.6833,111.6167,71.67,1.97
Aksu,100,CN,1623954868,23,41.1231,80.2644,71.69,3.06
Mâncio Lima,75,BR,1623955019,65,-7.6142,-72.8958,84.27,6.91
Dingle,100,PH,1623954868,88,10.9995,122.6711,77.58,2.86
Kuminskiy,100,RU,1623955020,64,58.6667,66.5667,56.12,8.75
Esmeraldas,5,BR,1623955020,26,-19.7625,-44.3139,79.84,5.55
Mogzon,100,RU,1623955021,66,51.7435,111.9606,50.68,12.33
Lorengau,100,PG,1623954761,75,-2.0226,147.2712,80.01,3.13
Birecik,0,TR,1623955021,49,37.0294,37.9903,73.4,6.91
Hokitika,100,NZ,1623954853,78,-42.7167,170.9667,46.72,7.61
Ulladulla,0,AU,1623954725,68,-35.35,150.4667,52.88,10.4
Bridlington,76,GB,1623955022,83,54.0831,-0.1919,66.22,7.27
Edson,90,CA,1623955022,44,53.5835,-116.4356,59.11,20.71
Veracruz,76,MX,1623955018,52,19.3333,-96.6667,84.47,6.26
Mackay,90,AU,1623954845,100,-21.15,149.2,66.18,0.0
São João da Barra,55,BR,1623954780,70,-21.6403,-41.0511,77.09,11.99
Kloulklubed,43,PW,1623954791,75,7.0419,134.2556,75.7,7.58
Kudahuvadhoo,100,MV,1623954871,75,2.6708,72.8944,83.52,8.99
Lauchhammer,0,DE,1623955023,65,51.5,13.8,85.68,6.55
Mīzan Teferī,100,ET,1623955024,98,6.9833,35.5833,60.39,1.83
Hūn,0,LY,1623954998,16,29.1268,15.9477,88.09,9.15
Payo,100,ID,1623954806,98,-3.7508,103.6372,72.39,1.72
Mandaue,20,PH,1623955025,89,10.3437,123.9423,78.71,5.75
Hecun,83,CN,1623955025,57,36.5333,114.1111,68.49,7.81
Edd,31,ER,1623955025,74,13.9297,41.6925,86.77,9.08
Cidreira,83,BR,1623954746,76,-30.1811,-50.2056,56.03,8.37
Kushmurun,99,KZ,1623955026,47,52.4503,64.6311,74.86,17.76
Port-Gentil,75,GA,1623954825,78,-0.7193,8.7815,80.56,10.36
Iracoubo,91,GF,1623955026,77,5.4802,-53.2011,80.74,8.48
Kamalia,100,PK,1623955027,40,30.7333,72.65,90.43,11.61
Sulina,100,RO,1623955027,86,45.1559,29.6536,66.92,18.07
Zhigansk,11,RU,1623954763,47,66.7697,123.3711,61.93,6.6
Verkhnetulomskiy,100,RU,1623955027,67,68.6073,31.7962,53.73,8.93
Qandala,99,SO,1623955028,42,11.472,49.8728,93.11,4.03
Omboué,95,GA,1623954774,86,-1.5746,9.2618,76.14,7.7
College,75,US,1623954778,94,64.8569,-147.8028,60.21,6.91
Pumiao,18,CN,1623955028,86,22.75,108.4833,82.8,8.72
Simplício Mendes,1,BR,1623955029,23,-7.8539,-41.9103,95.41,8.28
Talcahuano,0,CL,1623954915,59,-36.7167,-73.1167,60.48,5.75
Cap-aux-Meules,75,CA,1623955029,59,47.3821,-61.8597,60.85,18.41
Chrudim,0,CZ,1623955029,41,49.9511,15.7956,80.11,4.61
Pierre,1,US,1623954605,23,44.3683,-100.351,85.12,8.05
Lerwick,10,GB,1623955030,79,60.1545,-1.1494,53.6,13.09
Alekseyevsk,99,RU,1623955030,81,57.8406,108.3492,51.67,2.21
Paita,12,PE,1623954818,66,-5.0892,-81.1144,79.36,14.97
Pangnirtung,75,CA,1623954713,75,66.1451,-65.7125,42.8,8.05
Kenai,1,US,1623955030,67,60.5544,-151.2583,55.49,5.75
Alyangula,63,AU,1623955031,100,-13.8483,136.4192,71.47,4.61
Salisbury,75,GB,1623954785,88,51.0693,-1.7957,66.2,11.5
Sobolevo,5,RU,1623954757,79,54.4299,31.8996,61.36,4.63
Hauterive,100,FR,1623955031,58,46.0901,3.4459,75.96,2.01
Vila Velha,40,BR,1623954572,63,-20.3297,-40.2925,77.97,9.22
Port Lincoln,100,AU,1623954833,73,-34.7333,135.8667,54.57,24.54
Ellisras,0,ZA,1623955032,31,-23.6649,27.7443,57.7,4.29
West Wendover,1,US,1623955032,15,40.7391,-114.0733,84.2,4.61
Praxédis Guerrero,0,MX,1623955033,14,31.3667,-106.0167,96.53,12.68
Terrasini,0,IT,1623955033,64,38.146,13.0844,78.1,5.75
Muriti,89,TZ,1623955033,67,-1.9833,32.9167,73.51,5.26
Nador,0,MA,1623954836,56,35.174,-2.9287,78.87,10.36
Holiday,100,US,1623955034,71,28.1878,-82.7395,90.14,4.0
Worland,1,US,1623955034,21,44.0169,-107.9554,81.0,8.05
Longyan,94,CN,1623955034,92,25.1072,117.0225,75.78,3.11
Adolfo López Mateos,2,MX,1623955035,38,28.4667,-107.3,78.01,7.0
Kuliyapitiya,100,LK,1623955035,92,7.4688,80.0401,82.08,5.79
Kankan,99,GN,1623955036,45,10.3854,-9.3057,86.5,3.38
Kalmunai,98,LK,1623954826,70,7.4167,81.8167,80.74,4.7
Hirara,100,JP,1623955036,88,24.8,125.2833,83.37,11.32
Erenhot,0,CN,1623955036,41,43.6475,111.9767,60.67,17.87
Russell,40,US,1623955037,38,32.3502,-85.1999,91.38,6.91
Tinskoy,22,RU,1623955037,95,56.1525,96.9161,55.36,3.56
Sola,75,VU,1623955037,89,-13.8833,167.55,79.47,0.0
Merrill,1,US,1623955017,54,45.1805,-89.6835,85.1,11.5
Sydney,0,AU,1623954957,79,-33.8679,151.2073,52.05,4.0
Egvekinot,100,RU,1623954834,97,66.3167,-179.1667,34.0,6.17
Fairbanks,75,US,1623954496,94,64.8378,-147.7164,60.22,3.44
Ucluelet,75,CA,1623954758,63,48.9329,-125.5528,62.6,10.36
Roald,75,NO,1623954808,100,62.5833,6.1333,58.12,3.44
Salé,75,MA,1623955038,73,34.0389,-6.8166,70.48,5.75
Whyalla,90,AU,1623955039,81,-33.0333,137.5833,50.0,14.97
Adrar,0,MR,1623954791,11,20.5022,-10.0711,99.03,13.53
Coahuayana Viejo,40,MX,1623955039,55,18.7333,-103.6833,89.6,6.91
Pacific Grove,1,US,1623954805,65,36.6177,-121.9166,98.8,1.01
Cameron Park,1,US,1623955016,18,38.6688,-120.9872,103.98,1.99
Quzhou,100,CN,1623955040,93,28.9594,118.8686,77.88,4.36
Waipawa,100,NZ,1623954756,89,-41.4122,175.5153,48.83,7.83
Kuytun,0,RU,1623955040,68,54.3419,101.5036,49.62,1.77
Moree,90,AU,1623955041,87,-29.4667,149.85,46.42,6.91
Santa Cruz Cabrália,40,BR,1623955041,61,-16.2781,-39.0247,79.03,6.91
Yulara,100,AU,1623954812,66,-25.2406,130.9889,46.24,5.75
Shingū,100,JP,1623955041,88,33.7333,135.9833,66.99,1.01
Bragança,19,BR,1623955042,80,-1.0536,-46.7656,82.06,4.05
Deputatsky,100,RU,1623955042,72,69.3,139.9,53.22,2.59
Teluk Nibung,100,ID,1623955042,85,3.001,99.8164,77.07,2.95
Eureka,5,US,1623954746,80,40.8021,-124.1637,67.91,3.0
Kismayo,99,SO,1623954968,83,-0.3582,42.5454,76.93,14.83
Luján,59,AR,1623955043,61,-34.5703,-59.105,52.02,6.98
Bull Savanna,89,JM,1623955043,59,17.8868,-77.5902,84.99,20.38
Begowala,40,PK,1623955044,51,32.4376,74.2682,86.0,2.21
Bagdarin,100,RU,1623955044,85,54.4333,113.6,49.73,12.73
Kitimat,100,CA,1623955044,87,54.0524,-128.6534,57.58,0.83
Rovnoye,0,RU,1623955045,76,50.7765,46.0509,63.95,8.57
Chernyshevskiy,85,RU,1623955045,78,63.0128,112.4714,52.05,3.15
Dingtao,100,CN,1623955045,72,35.0683,115.5625,71.73,5.12
Buchanan,99,LR,1623955046,80,5.8808,-10.0467,84.16,6.46
Larochette,0,LU,1623955046,67,49.7769,6.2211,84.78,4.61
Wuwei,100,CN,1623955046,32,37.9281,102.6414,62.83,2.95
Champerico,40,GT,1623955047,74,14.3,-91.9167,86.0,6.91
Gravelbourg,4,CA,1623955047,22,49.8834,-106.5512,73.67,15.43
Narragansett,40,US,1623955047,42,41.4501,-71.4495,79.21,3.0
Kirakira,2,SB,1623954839,85,-10.4544,161.9205,77.45,6.62
Surab,0,PK,1623955048,67,28.4914,66.2585,68.5,4.61
Kondinskoye,100,RU,1623955048,59,59.6481,67.41,53.33,13.38
Makakilo City,1,US,1623954946,68,21.3469,-158.0858,78.69,5.75
Port-Cartier,100,CA,1623955048,89,50.0334,-66.8654,54.75,8.57
Comodoro Rivadavia,0,AR,1623954784,49,-45.8667,-67.5,48.2,6.91
Waingapu,6,ID,1623955049,79,-9.6567,120.2641,72.64,5.57
Río Gallegos,0,AR,1623954802,56,-51.6226,-69.2181,39.25,4.61
Akola,100,IN,1623955049,70,20.7333,77.0,79.77,4.38
Arona,75,ES,1623955049,68,28.0996,-16.681,70.11,7.0
Flin Flon,90,CA,1623954665,48,54.7682,-101.865,62.44,14.97
Petropavlovsk-Kamchatskiy,75,RU,1623954688,62,53.0452,158.6483,52.39,8.95
Korla,90,CN,1623955050,16,41.7597,86.1469,74.44,5.7
San Ignacio,90,BZ,1623955050,89,17.1561,-89.0714,78.94,4.61
Los Llanos de Aridane,20,ES,1623954809,83,28.6585,-17.9182,70.12,20.71
Ust-Nera,0,RU,1623954734,44,64.5667,143.2,58.3,2.42
Laas,52,IT,1623954893,88,46.6166,10.7002,77.88,3.33
Bonavista,100,CA,1623954896,69,48.6499,-53.1147,75.2,16.67
Berlevåg,0,NO,1623954885,76,70.8578,29.0864,46.2,4.61
Pisco,0,PE,1623954748,82,-13.7,-76.2167,66.99,10.36
Lānja,94,IN,1623955051,84,16.85,73.55,77.9,12.35
Ambilobe,88,MG,1623954748,85,-13.2,49.05,69.58,3.15
Anadyr,14,RU,1623955052,80,64.75,177.4833,39.7,13.0
Eyl,5,SO,1623954798,76,7.9803,49.8164,77.77,22.35
Afrikanda,100,RU,1623955052,100,67.4429,32.7828,57.92,6.33
Ongandjera,1,NA,1623954811,23,-17.8833,15.0667,67.05,8.01
Gizo Government Station,9,SB,1623954794,74,-8.103,156.8419,81.64,8.93
Faya,96,SA,1623954718,35,18.3851,42.4509,73.51,1.45
Arrondissement de Dieppe,100,FR,1623955052,96,49.75,1.1667,72.01,5.88
Aden,96,YE,1623955053,74,12.7794,45.0367,87.19,9.93
Vilhena,40,BR,1623955053,51,-12.7406,-60.1458,82.62,9.22
Opuwo,1,NA,1623955053,28,-18.0607,13.84,62.6,3.29
Iseyin,100,NG,1623955054,67,7.9667,3.6,79.9,6.49
Salinas,1,US,1623954864,32,36.6777,-121.6555,91.0,5.75
Lamar,1,US,1623955054,55,33.6668,-95.5836,93.36,0.0
Sumbawanga,20,TZ,1623955055,72,-7.9667,31.6167,62.4,0.0
Okhotsk,42,RU,1623954730,85,59.3833,143.3,48.74,3.27
Östersund,20,SE,1623955055,40,63.1792,14.6357,68.0,4.61
Nsanje,57,MW,1623955056,64,-16.92,35.262,71.02,1.83
Pueblo,1,US,1623954785,21,38.2545,-104.6091,102.96,5.75
Aginskoye,100,RU,1623954830,81,51.1,114.53,51.94,22.53
Ust'-Barguzin,100,RU,1623955056,91,53.45,108.9833,43.11,2.75
Monte San Giovanni Campano,20,IT,1623955057,85,41.6406,13.5137,72.28,2.3
Yeppoon,9,AU,1623955057,57,-23.1333,150.7333,53.38,7.47
Vezirköprü,7,TR,1623955057,90,41.1436,35.4547,61.29,2.75
Rundu,0,NA,1623954800,25,-17.9333,19.7667,61.52,4.34
Lastoursville,95,GA,1623955058,94,-0.8143,12.7287,72.86,2.33
Bilma,1,NE,1623954870,10,18.6853,12.9164,97.07,4.54
Ilovlya,99,RU,1623955058,62,49.3033,43.9796,78.1,20.56
Monroe,20,US,1623955058,40,43.1501,-77.6831,75.58,11.5
Usinsk,7,RU,1623955059,79,65.9939,57.5281,43.83,5.97
Lugovoy,38,KZ,1623955059,40,42.9472,72.7644,66.36,6.85
Ifanadiana,6,MG,1623955059,96,-21.3,47.6333,57.04,3.13
Province of Trapani,0,IT,1623955060,60,37.8333,12.6667,75.2,20.71
Sarankhola,100,BD,1623955060,95,22.3082,89.7897,75.99,9.22
Ponta Delgada,40,PT,1623954937,64,37.7333,-25.6667,70.52,11.5
Cacheu,38,GW,1623955061,66,12.2706,-16.1658,91.54,10.96
Sungai Penuh,100,ID,1623955061,97,-2.0833,101.3833,63.81,3.2
Matagami,1,CA,1623955061,29,49.7502,-77.6328,77.11,11.5
Luancheng,0,CN,1623955062,64,37.8792,114.6517,71.6,6.71
São José da Coroa Grande,17,BR,1623955062,83,-8.8978,-35.1478,77.94,10.87
Inhambane,20,MZ,1623954779,88,-23.865,35.3833,66.2,6.93
Paciran,100,ID,1623955062,86,-6.8767,112.3761,77.18,5.7
Comarapa,100,BO,1623955063,90,-17.9,-64.4833,50.38,3.15
Teknāf,100,BD,1623955063,89,20.8624,92.3058,78.69,14.07
Bacungan,20,PH,1623955064,83,9.9106,118.7022,78.85,4.61
Hafizabad,100,PK,1623955064,26,32.0679,73.6854,93.22,5.68
Iskateley,3,RU,1623955064,54,67.6803,53.1512,44.91,11.36
Romans-sur-Isère,90,FR,1623955065,67,45.0464,5.0562,79.57,9.22
Vondrozo,16,MG,1623954796,97,-22.8167,47.2833,57.0,3.0
Kovernino,0,RU,1623955065,77,57.1253,43.8142,54.72,4.85
Abnūb,0,EG,1623955065,20,27.2696,31.1511,86.22,11.63
Bondo,100,CD,1623955066,99,3.8146,23.6866,69.01,2.1
Alofi,100,NU,1623954787,94,-19.0595,-169.9187,75.09,10.36
Tevaitoa,96,PF,1623955066,68,-16.7833,-151.5,80.44,22.88
Misawa,90,JP,1623955067,100,40.6836,141.3597,57.2,3.44
Sibiti,100,CG,1623955067,84,-3.6819,13.3499,70.27,1.45
Baiquan,99,CN,1623955067,61,47.5833,126.0833,57.65,10.33
Vanavara,7,RU,1623954735,68,60.34,102.2797,53.76,1.3
Stromness,55,GB,1623955068,85,58.965,-3.296,55.36,11.16
Basoko,100,CD,1623955068,83,1.2391,23.616,75.06,3.85
Lodwar,95,KE,1623955069,34,3.1191,35.5973,87.46,6.4
Ternate,96,ID,1623955069,81,0.8,127.4,79.39,2.89
Turukhansk,100,RU,1623955069,88,65.8167,87.9833,57.13,7.07
Balkanabat,0,TM,1623954973,10,39.5108,54.3671,93.7,11.39
Bari,0,IT,1623955070,46,41.1177,16.8512,75.99,5.75
Quatre Cocos,34,MU,1623954821,78,-20.2078,57.7625,69.91,15.03
Berezovyy,100,RU,1623955070,95,51.6667,135.7,55.94,3.71
Rūdbār,0,AF,1623955071,10,30.15,62.6,88.57,20.29
Musoma,20,TZ,1623955071,73,-1.5,33.8,73.4,4.81
Yumen,97,CN,1623954891,21,40.2833,97.2,63.5,7.05
